"keyword"	"group"
"IPA"	"Other / Unclassified"
"iPaas tools"	"Other / Unclassified"
"IPAM"	"Other / Unclassified"
"IPS"	"Other / Unclassified"
"IPSec"	"Other / Unclassified"
"IPv4"	"Other / Unclassified"
"IPv6"	"Other / Unclassified"
"IPython/Jupyter"	"Other / Unclassified"
"IR"	"Other / Unclassified"
"IRA Test Manager"	"Other / Unclassified"
"ISAAC"	"Other / Unclassified"
"ISIS"	"Other / Unclassified"
"ISO 22301"	"Other / Unclassified"
"ISO 27001"	"Other / Unclassified"
"ISO/IEC 27001"	"Other / Unclassified"
"ISO/IEC standards"	"Cloud & Managed Services"
"ISO/OSI"	"Other / Unclassified"
"ISPF"	"Other / Unclassified"
"Istio"	"Other / Unclassified"
"ISTQB"	"Other / Unclassified"
"ISTQB (Advanced Level"	"Other / Unclassified"
"ISTQB Advanced"	"Other / Unclassified"
"IT Infastructure"	"Other / Unclassified"
"IT/OT"	"Other / Unclassified"
"ITAM"	"Other / Unclassified"
"ITBM"	"Other / Unclassified"
"ITIL"	"Other / Unclassified"
"ITIL processes"	"Other / Unclassified"
"ITIL4"	"Other / Unclassified"
"ITK"	"Other / Unclassified"
"ITOM"	"Other / Unclassified"
"itscam"	"Other / Unclassified"
"ITSM"	"Other / Unclassified"
"ITSM/ITOM"	"Other / Unclassified"
"J2EE"	"Other / Unclassified"
"JAD"	"Other / Unclassified"
"Jaeger"	"Other / Unclassified"
"Jakarta EE"	"Other / Unclassified"
"Jamf"	"Other / Unclassified"
"JanusGraph"	"Other / Unclassified"
"Jasmine"	"Other / Unclassified"
"Jasmine/jest/Karma"	"Libraries"
"Jasper Reports"	"Other / Unclassified"
"Java"	"Programming Languages"
"Java (17+"	"Other / Unclassified"
"Java 17+"	"Other / Unclassified"
"Java 21"	"Other / Unclassified"
"Java 8/17"	"Other / Unclassified"
"Java EE"	"Other / Unclassified"
"Java Generics"	"Other / Unclassified"
"Java Native Access/Java Native Interface"	"Other / Unclassified"
"Java Swing/Java FX"	"Other / Unclassified"
"Java21"	"Other / Unclassified"
"JavaScript"	"Programming Languages"
"JavaScript (ES5+"	"Other / Unclassified"
"JavaScript/TypeScript"	"Other / Unclassified"
"JavaScriptt"	"Other / Unclassified"
"JavaServer Pages"	"Other / Unclassified"
"JAX"	"Other / Unclassified"
"Jazda autonomiczna"	"Other / Unclassified"
"JBoss"	"Other / Unclassified"
"JBoss Application Ser"	"Other / Unclassified"
"JBoss EAP"	"Other / Unclassified"
"JCL"	"Other / Unclassified"
"JDBC"	"Other / Unclassified"
"JEE"	"Other / Unclassified"
"Jelly"	"Other / Unclassified"
"Jenkins"	"Tools & Collaboration"
"Jenkins/GitHub Actions/GitLab"	"Tools & Collaboration"
"Jenkins/Github/Nexus"	"Tools & Collaboration"
"Jest"	"Libraries"
"jest samodzielna i dobrze organizuje pracê w³asn¹ i innych"	"Libraries"
"Jetpack"	"Other / Unclassified"
"JetPack Compose"	"Other / Unclassified"
"JFrog"	"Other / Unclassified"
"Jinja2"	"Other / Unclassified"
"JIRA"	"Tools & Collaboration"
"Jira / Confluence"	"Tools & Collaboration"
"Jira Confluence"	"Tools & Collaboration"
"Jira i Confluence"	"Tools & Collaboration"
"Jira i Figma"	"Tools & Collaboration"
"Jira Service Management"	"Tools & Collaboration"
"Jira Services"	"Tools & Collaboration"
"Jira Software"	"Tools & Collaboration"
"Jira Tempo Planning"	"Tools & Collaboration"
"JMeter"	"Tools & Collaboration"
"JMS"	"Other / Unclassified"
"JMS API"	"Other / Unclassified"
"John the Ripper"	"Other / Unclassified"
"JointJS"	"Other / Unclassified"
"JOLT"	"Other / Unclassified"
"Joomla"	"Other / Unclassified"
"Jotai"	"Other / Unclassified"
"JPA"	"Other / Unclassified"
"JPA/Hibernate"	"Frameworks & Platforms"
"JQL"	"Other / Unclassified"
"JQuery"	"Other / Unclassified"
"jQuery + kendo"	"Other / Unclassified"
"JS"	"Programming Languages"
"JS ES6+"	"Other / Unclassified"
"JSF"	"Other / Unclassified"
"JSF 2"	"Other / Unclassified"
"JSON"	"Other / Unclassified"
"JTAG"	"Other / Unclassified"
"Juniper"	"Other / Unclassified"
"Juniper SRX firewall"	"Other / Unclassified"
"JUnit"	"Libraries"
"JUnit 5"	"Libraries"
"Jupyter"	"Other / Unclassified"
"Jupyter Notebook"	"Other / Unclassified"
"JVM"	"Other / Unclassified"
"JWT"	"Libraries"
"K3s"	"Other / Unclassified"
"k6"	"Other / Unclassified"
"K8s"	"Other / Unclassified"
"Kafka"	"Tools & Collaboration"
"Kafka/RabbiyMQ"	"Tools & Collaboration"
"Kaizen"	"Other / Unclassified"
"Kali Linux"	"Other / Unclassified"
"Kanban"	"Methodologies & Concepts"
"Kandji"	"Other / Unclassified"
"Kantar Xtel"	"Other / Unclassified"
"Karma"	"Other / Unclassified"
"Katalon"	"Other / Unclassified"
"KD"	"Other / Unclassified"
"KDB"	"Other / Unclassified"
"Keil"	"Other / Unclassified"
"Keras"	"Libraries"
"Kerberos"	"Other / Unclassified"
"Keycloak"	"Other / Unclassified"
"Kiali"	"Other / Unclassified"
"Kibana"	"Tools & Collaboration"
"Kinesis"	"Cloud & Managed Services"
"Kismet"	"Other / Unclassified"
"klastry FCI"	"Other / Unclassified"
"KNF"	"Other / Unclassified"
"KNIME"	"Other / Unclassified"
"KnockoutJS"	"Other / Unclassified"
"Knowledge Engineering"	"Other / Unclassified"
"koa"	"Other / Unclassified"
"Koin"	"Other / Unclassified"
"kolokacja"	"Other / Unclassified"
"komunikacj¹ i PR"	"Other / Unclassified"
"Komunikatywnoæ i umie"	"Other / Unclassified"
"Kondor+"	"Other / Unclassified"
"Kong"	"Other / Unclassified"
"Korn"	"Other / Unclassified"
"Kotest"	"Other / Unclassified"
"Kotlin"	"Programming Languages"
"Kotlin Coroutines"	"Other / Unclassified"
"Kotlin DSL"	"Other / Unclassified"
"Kotlin Multiplatform"	"Other / Unclassified"
"KQL"	"Other / Unclassified"
"kryptografia"	"Other / Unclassified"
"KSC/NIS2"	"Other / Unclassified"
"Ktor"	"Other / Unclassified"
"Kubeflow"	"Other / Unclassified"
"Kuberentes"	"Other / Unclassified"
"kubernates"	"Other / Unclassified"
"Kubernetes"	"Frameworks & Platforms"
"Kubernetes (K8S"	"Frameworks & Platforms"
"Kubernetes Operators"	"Frameworks & Platforms"
"Kudu"	"Other / Unclassified"
"Kustomize"	"Other / Unclassified"
"KVM"	"Other / Unclassified"
"Kyma"	"Other / Unclassified"
"KYP.ai"	"Other / Unclassified"
"Kyriba"	"Other / Unclassified"
"Kyverno"	"Other / Unclassified"
"L2"	"Other / Unclassified"
"L2/L3"	"Other / Unclassified"
"L2TP"	"Other / Unclassified"
"LACP"	"Other / Unclassified"
"Lakehouse"	"Other / Unclassified"
"Lambda"	"Cloud & Managed Services"
"LAN"	"Other / Unclassified"
"LAN/WAN"	"Other / Unclassified"
"LAN/WAN/VPN"	"Other / Unclassified"
"LAN/WLAN"	"Other / Unclassified"
"Landing Zone"	"Other / Unclassified"
"Landing zone GCP"	"Cloud & Managed Services"
"LangFuse"	"Other / Unclassified"
"LangGraph"	"Other / Unclassified"
"LangChain"	"Libraries"
"Langraph"	"Other / Unclassified"
"Laravel"	"Frameworks & Platforms"
"Laravel 12+"	"Frameworks & Platforms"
"Laravel Filament 4+"	"Frameworks & Platforms"
"lasticsearch"	"Other / Unclassified"
"LCS"	"Other / Unclassified"
"LDAP"	"Other / Unclassified"
"Lean"	"Other / Unclassified"
"Lean Six Sigma"	"Other / Unclassified"
"LeanIX"	"Other / Unclassified"
"leczenie ran"	"Other / Unclassified"
"LendingPad"	"Other / Unclassified"
"Less"	"Other / Unclassified"
"LibreNms"	"Other / Unclassified"
"LibreOffice"	"Other / Unclassified"
"LIDAR"	"Other / Unclassified"
"Liferay"	"Other / Unclassified"
"Lightning"	"Other / Unclassified"
"LIMS"	"Other / Unclassified"
"Linea"	"Other / Unclassified"
"Linear"	"Other / Unclassified"
"LinkedIn Ads"	"Other / Unclassified"
"Linux"	"Frameworks & Platforms"
"Linux (Debian"	"Other / Unclassified"
"Linux (RHEL / Oracle Linux"	"Databases & Data Stores"
"Linux Enterprise"	"Other / Unclassified"
"Linux IPCs"	"Other / Unclassified"
"Linux kernel"	"Other / Unclassified"
"Linux-based frameworks"	"Other / Unclassified"
"Linux/Unix environment"	"Other / Unclassified"
"Linux/Windows"	"Other / Unclassified"
"Linuxm"	"Other / Unclassified"
"Liquibase"	"Other / Unclassified"
"Liquibase/Flyway"	"Other / Unclassified"
"Liquidbase"	"Other / Unclassified"
"Live Data"	"Other / Unclassified"
"Livespace"	"Other / Unclassified"
"Livewire"	"Other / Unclassified"
"Llama"	"Other / Unclassified"
"LlamaIndex"	"Other / Unclassified"
"LLM"	"Methodologies & Concepts"
"LLM Integration"	"Other / Unclassified"
"LLM orchestration frameworks"	"Other / Unclassified"
"LLM/RAG"	"Other / Unclassified"
"LLMs"	"Other / Unclassified"
"LLP"	"Other / Unclassified"
"LLVM"	"Other / Unclassified"
"LMS"	"Other / Unclassified"
"Load Balancer"	"Other / Unclassified"
"Load Balancer configuration"	"Other / Unclassified"
"Load Runner"	"Other / Unclassified"
"LoadRunner"	"Other / Unclassified"
"LoadRunner Enterprice"	"Other / Unclassified"
"Locust"	"Other / Unclassified"
"Log Analytics"	"Other / Unclassified"
"Logistics systems"	"Other / Unclassified"
"Logstash"	"Tools & Collaboration"
"Loki"	"Other / Unclassified"
"Lombok"	"Other / Unclassified"
"Looker"	"Other / Unclassified"
"looker studio"	"Other / Unclassified"
"LookML"	"Other / Unclassified"
"LoRA"	"Other / Unclassified"
"LOS"	"Other / Unclassified"
"Low Code"	"Other / Unclassified"
"low-code"	"Other / Unclassified"
"Low-Code Platform"	"Other / Unclassified"
"Lub ich odpowiedniki"	"Other / Unclassified"
"Lucid App"	"Other / Unclassified"
"Luigi"	"Other / Unclassified"
"Lumen"	"Other / Unclassified"
"LVGL"	"Other / Unclassified"
"LWC"	"Other / Unclassified"
"M Language"	"Other / Unclassified"
"M365"	"Other / Unclassified"
"M365 Security & Compliance"	"Other / Unclassified"
"ma wykszta³cenie co najmniej rednie"	"Other / Unclassified"
"Macierz Hitachi"	"Other / Unclassified"
"MacOS"	"Other / Unclassified"
"Magento"	"Other / Unclassified"
"Machine Learning"	"Methodologies & Concepts"
"Mail Security"	"Other / Unclassified"
"Make/ Asses/ Release"	"Other / Unclassified"
"ManageEngine"	"Other / Unclassified"
"management"	"Other / Unclassified"
"Management / Content Management"	"Other / Unclassified"
"Management & Workflow Document"	"Other / Unclassified"
"Management Change"	"Other / Unclassified"
"Mantis"	"Other / Unclassified"
"Manual provisioning"	"Other / Unclassified"
"Manual testing"	"Other / Unclassified"
"Mapbox"	"Other / Unclassified"
"MapReduce"	"Other / Unclassified"
"MariaDB"	"Databases & Data Stores"
"Market Data Interface Tool"	"Other / Unclassified"
"Marten"	"Other / Unclassified"
"Marvel"	"Other / Unclassified"
"Mason"	"Other / Unclassified"
"MassTransit"	"Other / Unclassified"
"Material Design"	"Other / Unclassified"
"Material Planning"	"Other / Unclassified"
"Material UI"	"Other / Unclassified"
"Matillion"	"Other / Unclassified"
"MATLAB"	"Programming Languages"
"Matomo"	"Other / Unclassified"
"matplotlib"	"Libraries"
"Matrix42 Empirum"	"Other / Unclassified"
"Matrix42 Service Store"	"Other / Unclassified"
"MAUI"	"Other / Unclassified"
"Maven"	"Tools & Collaboration"
"Maven/Gradle"	"Tools & Collaboration"
"Maya"	"Other / Unclassified"
"Maze / Lookback / Useberry"	"Other / Unclassified"
"mCAD"	"Other / Unclassified"
"MCAD/ECAD Integration"	"Other / Unclassified"
"McAfee"	"Other / Unclassified"
"MCP"	"Other / Unclassified"
"mcp-server"	"Other / Unclassified"
"MCS"	"Other / Unclassified"
"MCSE"	"Other / Unclassified"
"MDX"	"Other / Unclassified"
"Medallion architecture"	"Other / Unclassified"
"MEGA HOPEX"	"Other / Unclassified"
"Memcache"	"Other / Unclassified"
"Memcached"	"Other / Unclassified"
"Memory management"	"Other / Unclassified"
"Mendix"	"Other / Unclassified"
"Meraki"	"Other / Unclassified"
"Meru"	"Other / Unclassified"
"MES"	"Other / Unclassified"
"Meta"	"Other / Unclassified"
"Meta Ads"	"Other / Unclassified"
"Metabase"	"Other / Unclassified"
"Metadane"	"Other / Unclassified"
"Metasploit"	"Other / Unclassified"
"Metricbeat"	"Other / Unclassified"
"MFA"	"Other / Unclassified"
"MFT"	"Other / Unclassified"
"Micro services"	"Other / Unclassified"
"micro-services"	"Other / Unclassified"
"Micrometer"	"Other / Unclassified"
"Micronaut"	"Frameworks & Platforms"
"MicroROS"	"Other / Unclassified"
"Microservices"	"Methodologies & Concepts"
"Microservices architecture"	"Other / Unclassified"
"Microservices patterns"	"Other / Unclassified"
"microservices setup"	"Other / Unclassified"
"Microsoft"	"Tools & Collaboration"
"Microsoft 365"	"Other / Unclassified"
"Microsoft 365 Business Premium"	"Other / Unclassified"
"Microsoft 365 E5"	"Other / Unclassified"
"Microsoft 365 Pro Plus"	"Other / Unclassified"
"Microsoft Ads"	"Other / Unclassified"
"Microsoft Application Servers"	"Other / Unclassified"
"Microsoft Azure"	"Cloud & Managed Services"
"Microsoft Azure Cloud"	"Cloud & Managed Services"
"Microsoft Azure Environment"	"Cloud & Managed Services"
"Microsoft Copilot"	"Other / Unclassified"
"Microsoft Copilot Studio"	"Other / Unclassified"
"Microsoft D365"	"Other / Unclassified"
"Microsoft Defender"	"Other / Unclassified"
"Microsoft Defender for Cloud"	"Cloud & Managed Services"
"Microsoft Defender for Cloud Apps"	"Cloud & Managed Services"
"Microsoft Defender for Endpoint"	"Other / Unclassified"
"Microsoft Defender for Identity"	"Other / Unclassified"
"Microsoft Dynamics"	"Other / Unclassified"
"Microsoft Dynamics 365"	"Other / Unclassified"
"Microsoft Dynamics 365 F/SCM"	"Other / Unclassified"
"Microsoft Entra"	"Other / Unclassified"
"Microsoft Entra ID"	"Other / Unclassified"
"Microsoft Excel"	"Tools & Collaboration"
"Microsoft Exchance"	"Other / Unclassified"
"Microsoft Exchange"	"Other / Unclassified"
"Microsoft Exchange Server"	"Other / Unclassified"
"Microsoft Fabric"	"Other / Unclassified"
"Microsoft Graph API"	"Other / Unclassified"
"Microsoft Hyper-V"	"Other / Unclassified"
"Microsoft IIS"	"Other / Unclassified"
"Microsoft Information Protection"	"Other / Unclassified"
"Microsoft Intune"	"Other / Unclassified"
"Microsoft Office"	"Other / Unclassified"
"Microsoft Office 365"	"Other / Unclassified"
"Microsoft Power Automate"	"Other / Unclassified"
"Microsoft Power BI"	"Tools & Collaboration"
"Microsoft Power Platform"	"Other / Unclassified"
"Microsoft Project"	"Other / Unclassified"
"Microsoft Purview"	"Other / Unclassified"
"Microsoft SCCM"	"Other / Unclassified"
"Microsoft Security Stack"	"Other / Unclassified"
"Microsoft Sentinel"	"Other / Unclassified"
"Microsoft SQL Server"	"Databases & Data Stores"
"Microsoft SQL-Server"	"Other / Unclassified"
"Microsoft Teams"	"Other / Unclassified"
"Microsoft Teams / OneDrive / SharePoint"	"Frameworks & Platforms"
"Microsoft Windows"	"Other / Unclassified"
"Microsoft Windows 11"	"Frameworks & Platforms"
"Microsoft Windows Server"	"Other / Unclassified"
"Microsoft Word"	"Other / Unclassified"
"Microsoft365"	"Other / Unclassified"
"MicroStrategy (Strategy One"	"Other / Unclassified"
"Middleware"	"Other / Unclassified"
"migration and archiving"	"Other / Unclassified"
"Mikroserwisy"	"Other / Unclassified"
"MikroTik"	"Other / Unclassified"
"Milestone"	"Other / Unclassified"
"Mimikatz"	"Other / Unclassified"
"MinIO"	"Other / Unclassified"
"Miro"	"Other / Unclassified"
"MISP"	"Other / Unclassified"
"MITRE ATT&CK"	"Other / Unclassified"
"Mixpanel"	"Other / Unclassified"
"ML"	"Other / Unclassified"
"ML automation"	"Other / Unclassified"
"ML Studio"	"Other / Unclassified"
"MLflow"	"Other / Unclassified"
"MLOps"	"Other / Unclassified"
"MLOps/LLMOps"	"Other / Unclassified"
"MM"	"Other / Unclassified"
"Mobile"	"Other / Unclassified"
"Mobile testing"	"Other / Unclassified"
"MobX"	"Other / Unclassified"
"Mockito"	"Other / Unclassified"
"Mockk"	"Other / Unclassified"
"Mockserver"	"Other / Unclassified"
"Modbus"	"Other / Unclassified"
"Model-driven Apps"	"Other / Unclassified"
"Modele ML"	"Other / Unclassified"
"Modele uczenia g³êbokiego"	"Other / Unclassified"
"Modular App Architecture"	"Other / Unclassified"
"Mocha"	"Libraries"
"Molecule"	"Other / Unclassified"
"Mongo DB"	"Databases & Data Stores"
"MongoDB"	"Databases & Data Stores"
"monitoring tools"	"Other / Unclassified"
"monolit"	"Other / Unclassified"
"Monorepo"	"Other / Unclassified"
"Monta¿ rolek wideo"	"Other / Unclassified"
"Moodle"	"Other / Unclassified"
"Mouseflow / HotJar"	"Other / Unclassified"
"MoveIt Framework"	"Other / Unclassified"
"mpmX"	"Other / Unclassified"
"MQ"	"Other / Unclassified"
"MQTT"	"Other / Unclassified"
"MS Active Directory"	"Other / Unclassified"
"MS Azure"	"Cloud & Managed Services"
"MS Azure DevOps"	"Cloud & Managed Services"
"MS DYNAMICS"	"Other / Unclassified"
"MS Excel"	"Tools & Collaboration"
"MS Exchange"	"Other / Unclassified"
"MS Graph"	"Other / Unclassified"
"MS Intune"	"Other / Unclassified"
"MS Microsoft Project"	"Other / Unclassified"
"MS O365"	"Other / Unclassified"
"MS Office"	"Other / Unclassified"
"MS Office Suite"	"Other / Unclassified"
"MS Power Apps"	"Other / Unclassified"
"MS Power Automate"	"Other / Unclassified"
"MS Project"	"Other / Unclassified"
"MS Purview"	"Other / Unclassified"
"MS SQL"	"Databases & Data Stores"
"MS SQL Management Studio"	"Other / Unclassified"
"MS SQL Serve"	"Other / Unclassified"
"MS SQL Server"	"Databases & Data Stores"
"MS SQL Server and NoSQL storages like Elastic Search"	"Databases & Data Stores"
"MS Sysinternals Toolkit"	"Other / Unclassified"
"MS Visio"	"Other / Unclassified"
"MS Windows"	"Other / Unclassified"
"MS Word"	"Other / Unclassified"
"MS-356"	"Other / Unclassified"
"MS-SQL"	"Other / Unclassified"
"MS365"	"Cloud & Managed Services"
"MSA"	"Other / Unclassified"
"Msbuild"	"Other / Unclassified"
"MSIX"	"Other / Unclassified"
"MSSQL"	"Databases & Data Stores"
"MSSQL Server"	"Databases & Data Stores"
"MSTest"	"Other / Unclassified"
"MUI"	"Other / Unclassified"
"MUI framework"	"Other / Unclassified"
"Mule ESB"	"Other / Unclassified"
"MuleSoft"	"Other / Unclassified"
"Multi-agent Systems"	"Other / Unclassified"
"Multi-Factor Authentication"	"Other / Unclassified"
"multi-tier architecture"	"Other / Unclassified"
"Multithreading"	"Other / Unclassified"
"Mural"	"Other / Unclassified"
"Murex"	"Other / Unclassified"
"MV Visual Studio"	"Other / Unclassified"
"MVC"	"Other / Unclassified"
"MVC.NET"	"Frameworks & Platforms"
"MVI"	"Other / Unclassified"
"MVVM"	"Other / Unclassified"
"MVVM+C"	"Other / Unclassified"
"MX.3 Limits Connector"	"Other / Unclassified"
"MyBatis"	"Other / Unclassified"
"MySQL"	"Databases & Data Stores"
"MySQL / PostgreSQL"	"Databases & Data Stores"
"MySQL 8"	"Databases & Data Stores"
"MySQL/MariaDB"	"Databases & Data Stores"
"MySQL/PostgreSQL"	"Databases & Data Stores"
"n8n"	"Other / Unclassified"
"NAC"	"Other / Unclassified"
"Nadzorowanie i uczestnictwo w procesie NPI"	"Other / Unclassified"
"Nagios"	"Frameworks & Platforms"
"Named Entity Recognition"	"Other / Unclassified"
"narzêdzia AI"	"Other / Unclassified"
"Narzêdzia AI do wspierania pracy projektanckiej"	"Other / Unclassified"
"narzêdzia CASE"	"Other / Unclassified"
"narzêdzia CRM"	"Other / Unclassified"
"narzêdzia klasy CSPM"	"Other / Unclassified"
"Narzêdzia monitoringu infrastruktury i us³ug"	"Other / Unclassified"
"Narzêdzie do zdalnej pomocy"	"Other / Unclassified"
"NAS"	"Other / Unclassified"
"NAT"	"Other / Unclassified"
"Natural"	"Other / Unclassified"
"Natural Language Processing"	"Other / Unclassified"
"nCino"	"Other / Unclassified"
"Neo4j"	"Databases & Data Stores"
"NeoLoad"	"Other / Unclassified"
"Nessus"	"Other / Unclassified"
"Nest.js"	"Other / Unclassified"
"NestJS"	"Frameworks & Platforms"
"NetApp"	"Other / Unclassified"
"NetApp ONTAP"	"Other / Unclassified"
"NetBackup"	"Other / Unclassified"
"netcraft"	"Other / Unclassified"
"Netcrunch"	"Other / Unclassified"
"NetFlow"	"Other / Unclassified"
"NetScaler"	"Other / Unclassified"
"NetSuite"	"Other / Unclassified"
"network"	"Other / Unclassified"
"Network Administration"	"Other / Unclassified"
"Network Engineering"	"Other / Unclassified"
"Network Security"	"Other / Unclassified"
"Networking"	"Other / Unclassified"
"Networking skills"	"Other / Unclassified"
"New Relic"	"Tools & Collaboration"
"NewRelic"	"Other / Unclassified"
"Next"	"Other / Unclassified"
"Next.js"	"Frameworks & Platforms"
"NextJS"	"Other / Unclassified"
"Nexus"	"Other / Unclassified"
"Nexus Repository"	"Other / Unclassified"
"Nexus Sonatype"	"Other / Unclassified"
"NGFW Fortinet"	"Other / Unclassified"
"NGINX"	"Tools & Collaboration"
"NgRx"	"Other / Unclassified"
"NgRx/Flux/Redux"	"Libraries"
"NgRx/NGXS"	"Other / Unclassified"
"NGS"	"Other / Unclassified"
"NHibernate"	"Frameworks & Platforms"
"Nieustrukturyzowane dane"	"Other / Unclassified"
"NiFi"	"Other / Unclassified"
"NightWatch"	"Other / Unclassified"
"Nightwatch.js"	"Other / Unclassified"
"Ninja One"	"Other / Unclassified"
"NinjaRMM"	"Other / Unclassified"
"Nintex K2"	"Other / Unclassified"
"NIST"	"Other / Unclassified"
"NLP"	"Other / Unclassified"
"NLTK"	"Other / Unclassified"
"NLU"	"Other / Unclassified"
"Nmap"	"Other / Unclassified"
"No-code"	"Other / Unclassified"
"Node.js"	"Frameworks & Platforms"
"NodeJS"	"Frameworks & Platforms"
"Nomad"	"Other / Unclassified"
"NonSQL DB"	"Other / Unclassified"
"NoSQL"	"Other / Unclassified"
"Notion"	"Other / Unclassified"
"Now Assist GenAI"	"Other / Unclassified"
"NPM"	"Tools & Collaboration"
"nRF Connect SDK"	"Other / Unclassified"
"NSG"	"Other / Unclassified"
"NTFS/NAS"	"Other / Unclassified"
"NTLM"	"Other / Unclassified"
"NTP"	"Other / Unclassified"
"Nuclei"	"Other / Unclassified"
"NuGet"	"Tools & Collaboration"
"NumPy"	"Libraries"
"NUnit"	"Other / Unclassified"
"Nuxt"	"Frameworks & Platforms"
"NVDA"	"Other / Unclassified"
"Nvidia GPUs"	"Other / Unclassified"
"Nvidia Jetson"	"Other / Unclassified"
"NVMe"	"Other / Unclassified"
"NX"	"Other / Unclassified"
"nx monorepo"	"Other / Unclassified"
"o"	"Other / Unclassified"
"O365"	"Other / Unclassified"
"OAuth"	"Libraries"
"OAuth/SAML"	"Libraries"
"OAuth2"	"Libraries"
"OAuth2/JWT"	"Libraries"
"OBIEE"	"Other / Unclassified"
"Object Oriented Programming"	"Other / Unclassified"
"Object Storage"	"Other / Unclassified"
"Object-Oriented Design"	"Other / Unclassified"
"Objective-C"	"Programming Languages"
"Ocr"	"Other / Unclassified"
"Octopus Deploy"	"Other / Unclassified"
"OData"	"Other / Unclassified"
"ODBC"	"Other / Unclassified"
"ODI"	"Other / Unclassified"
"odpowiedzialnoci¹ za podejmowane decyzje i umiejêtnoci¹ efektywnej pracy w ograniczonym czasie"	"Other / Unclassified"
"OEBS"	"Other / Unclassified"
"OfBiz"	"Other / Unclassified"
"Office"	"Tools & Collaboration"
"Office 365"	"Other / Unclassified"
"Office365"	"Other / Unclassified"
"Ogólna wiedza z zakresu teleinformatyki"	"Other / Unclassified"
"OIDC"	"Other / Unclassified"
"OKD"	"Other / Unclassified"
"Okta"	"Other / Unclassified"
"OLAP"	"Other / Unclassified"
"Omegamon"	"Other / Unclassified"
"OMOP"	"Other / Unclassified"
"OMP"	"Other / Unclassified"
"One Identity Manager"	"Other / Unclassified"
"OneDrive"	"Other / Unclassified"
"OneDrive for Business"	"Other / Unclassified"
"OneSignal"	"Other / Unclassified"
"Onestream"	"Other / Unclassified"
"OneTrust"	"Other / Unclassified"
"ONNX"	"Other / Unclassified"
"Ontologie"	"Other / Unclassified"
"opatrunki"	"Other / Unclassified"
"OPC"	"Other / Unclassified"
"Open Search"	"Other / Unclassified"
"Open Stack"	"Other / Unclassified"
"OpenAI"	"Other / Unclassified"
"OpenAPI"	"Tools & Collaboration"
"OpenAPI/Swagger"	"Tools & Collaboration"
"OpenBAO"	"Other / Unclassified"
"OpenCV"	"Libraries"
"OpenEdge"	"Other / Unclassified"
"OpenGL"	"Other / Unclassified"
"OpenID"	"Other / Unclassified"
"OpenID Connect"	"Other / Unclassified"
"OpenPrometheus"	"Tools & Collaboration"
"OpenSearch"	"Databases & Data Stores"
"OpenShift"	"Other / Unclassified"
"OpenStack"	"Other / Unclassified"
"OpenTelemetry"	"Other / Unclassified"
"OpenText Documentum"	"Other / Unclassified"
"OpenText Exstream"	"Other / Unclassified"
"OpenText Fortify"	"Other / Unclassified"
"OpenText Micro Focus ecosystem"	"Other / Unclassified"
"OpenText SMAX"	"Other / Unclassified"
"OpenTofu"	"Other / Unclassified"
"OpenVAS"	"Other / Unclassified"
"OpenVPN"	"Other / Unclassified"
"OpenWRT"	"Other / Unclassified"
"Ophcrack"	"Other / Unclassified"
"OPR"	"Other / Unclassified"
"or CREST"	"Other / Unclassified"
"Oracle"	"Databases & Data Stores"
"Oracle Analytics Server"	"Databases & Data Stores"
"Oracle Analytics Server (OAS"	"Databases & Data Stores"
"Oracle APEX"	"Databases & Data Stores"
"Oracle Application Express"	"Databases & Data Stores"
"Oracle Application Express (APEX"	"Databases & Data Stores"
"Oracle Applications"	"Databases & Data Stores"
"Oracle ASCP"	"Databases & Data Stores"
"Oracle Business Intelligence"	"Databases & Data Stores"
"Oracle Business Intelligence (OBIEE"	"Databases & Data Stores"
"Oracle Cloud"	"Databases & Data Stores"
"Oracle Data Base (DB"	"Databases & Data Stores"
"Oracle Data Integrato"	"Databases & Data Stores"
"Oracle Data Integrator"	"Databases & Data Stores"
"Oracle Data Integrator (ODI"	"Databases & Data Stores"
"Oracle Database"	"Databases & Data Stores"
"Oracle Databases"	"Databases & Data Stores"
"Oracle DB"	"Databases & Data Stores"
"Oracle Designer"	"Databases & Data Stores"
"Oracle E-Business Suite R12."	"Databases & Data Stores"
"Oracle Forms"	"Databases & Data Stores"
"Oracle GoldenGate"	"Databases & Data Stores"
"Oracle hcm"	"Databases & Data Stores"
"Oracle Service Bus"	"Databases & Data Stores"
"Oracle SOA"	"Databases & Data Stores"
"Oracle SOA Suite"	"Databases & Data Stores"
"Oracle Spatial"	"Databases & Data Stores"
"Oracle SQL"	"Databases & Data Stores"
"Oracle WebLogic"	"Databases & Data Stores"
"Oracle Weblogic Server"	"Databases & Data Stores"
"OracleDB"	"Databases & Data Stores"
"Orchestration"	"Other / Unclassified"
"Orchestrator"	"Other / Unclassified"
"ORM"	"Other / Unclassified"
"Orval"	"Other / Unclassified"
"OS MS Win"	"Other / Unclassified"
"OSCP"	"Other / Unclassified"
"osoby posiadaj¹cej umiejêtnoci negocjacyjne i wysok¹ kulturê komunikacji"	"Other / Unclassified"
"OSPF"	"Other / Unclassified"
"OSS"	"Other / Unclassified"
"OSS Licenses"	"Other / Unclassified"
"OT Security"	"Other / Unclassified"
"OT Systems"	"Other / Unclassified"
"other low-code protocols"	"Other / Unclassified"
"Otrs"	"Other / Unclassified"
