title,mapped_industry,position_level
Partnership Manager,IT & Digital Tech,"[""manager""]"
Partnership Specialist,Marketing & Creative,"[""specialist""]"
Partnerships Specialist,Technical Sales & B2B,"[""specialist""]"
Pasjonat Ogrodnictwa - Ogrodnik - Doradca Klienta,Marketing & Creative,"[""assistant""]"
Patient Journey Partner,Medicine & Pharma,"[""specialist""]"
Payment Accountant,IT & Digital Tech,"[""specialist""]"
Payment Accountant,Finance & Banking,"[""specialist""]"
Payments accountant,,"[""specialist""]"
Payments Growth Senior Specialist (Allegro Finance),Technical Sales & B2B,"[""senior specialist""]"
Payments Operations Executive,IT & Digital Tech,"[""assistant""]"
Payments Operations Specialist with Hebrew,HR & Recruitment,"[""specialist""]"
Payments senior accountant,,"[""senior specialist""]"
Payroll Advisor with German (Fidelis Team),Finance & Banking,"[""specialist""]"
Payroll Analyst (m/f),IT & Digital Tech,"[""specialist""]"
Payroll and Benefits Team Lead (f/m/d),HR & Recruitment,"[""manager""]"
Payroll and Finance Integration Lead (f/m/x),Finance & Banking,"[""senior specialist""]"
Payroll Assistant,Marketing & Creative,"[""specialist""]"
Payroll & Compensation Benefits Expert,Finance & Banking,"[""senior specialist"", ""expert""]"
Payroll Consultant,,"[""specialist""]"
Payroll Coordinator,HR & Recruitment,"[""specialist""]"
Payroll Delivery Consultant,HR & Recruitment,"[""specialist""]"
Payroll & Finance Assistant with Dutch (m/f),Finance & Banking,"[""junior specialist""]"
Payroll Manager,Finance & Banking,"[""manager""]"
Payroll Manager (K/M),HR & Recruitment,"[""manager""]"
Payroll Manager,Finance & Banking,"[""specialist""]"
Payroll Officer,Marketing & Creative,"[""specialist""]"
Payroll Process Lead,Finance & Banking,"[""specialist""]"
Payroll Specialist,,"[""specialist""]"
Payroll Specialist (German speaker) M/F,IT & Digital Tech,"[""specialist""]"
Payroll Specialist m/f,HR & Recruitment,"[""specialist""]"
Payroll Specialist (m/k),Finance & Banking,"[""junior specialist"", ""specialist""]"
Payroll Specialist,HR & Recruitment,"[""specialist""]"
Payroll Specialist,HR & Recruitment,"[""senior specialist""]"
Payroll Specialist with German,Marketing & Creative,"[""specialist""]"
Payroll Specialist with German (Mid/Senior),Finance & Banking,"[""specialist"", ""senior specialist""]"
"Payroll, Time & Benefits Senior Specialist (Supporting Poland and Austria)",HR & Recruitment,"[""senior specialist""]"
PBI Specialist in the Purchasing Department (F/M),Finance & Banking,"[""senior specialist""]"
PCM Senior Specialist,Marketing & Creative,"[""senior specialist""]"
Pedagog,Education & Science,"[""specialist""]"
pedagog specjalny do liceum,Education & Science,"[""specialist""]"
Pedagog specjalny (k/m),Education & Science,"[""specialist""]"
Pedagog specjalny (m/k),Education & Science,"[""specialist""]"
Pedagog szkolny (k/m),Medicine & Pharma,"[""specialist""]"
Pełnomocnik ds. ISO 14001 (K/M),Engineering & Design,"[""specialist""]"
Pełnomocnik / Pełnomocniczka ds. jakości,Engineering & Design,"[""specialist""]"
Pełnomocnik / Pełnomocniczka ds. Systemów Zarządzania Jakością,Skilled Trades,"[""specialist""]"
Pełnomocnik / Pełnomocniczka ds. Systemu Zarządzania Jakością ISO 13 485,Skilled Trades,"[""senior specialist""]"
Pełnomocnik / Pełnomocniczka ds. Systemu Zarządzania Jakością (SZJ / ISO 9001:2015),Engineering & Design,"[""senior specialist"", ""expert""]"
Pełnomocnik / Pełnomocniczka Zarządu ds. Zintegrowanego Systemu Zarządzania i Stałego Doskonalenia,Engineering & Design,"[""expert""]"
Pełnomocnik Zarządu ds. Jakości (K/M),Engineering & Design,"[""specialist""]"
Penetration Tester,IT & Digital Tech,"[""specialist""]"
Penetration Tester (Web Applications),IT & Digital Tech,"[""specialist""]"
Pensions Administrator Core with German,Marketing & Creative,"[""specialist""]"
Pentesterka/ Pentester,IT & Digital Tech,"[""specialist""]"
People Analytics Specialist,IT & Digital Tech,"[""specialist"", ""senior specialist""]"
People Business Partner,IT & Digital Tech,"[""specialist""]"
People & Culture Generalist (m/f),IT & Digital Tech,"[""specialist""]"
People & Culture IT Project & Process Specialist (m/f/x),IT & Digital Tech,"[""senior specialist"", ""expert""]"
People&Culture Specialist,HR & Recruitment,"[""specialist""]"
People & Culture Specialist,HR & Recruitment,"[""junior specialist"", ""specialist""]"
People Partner,HR & Recruitment,"[""specialist""]"
People Service Manager - People Experience Operations Center,IT & Digital Tech,"[""team manager""]"
People Services Administrator,IT & Digital Tech,"[""specialist""]"
People Services Senior Specialist,IT & Digital Tech,"[""specialist"", ""senior specialist""]"
People Services Specialist (Benefits invoicing),HR & Recruitment,"[""specialist""]"
People Services Team Lead (Polish market),HR & Recruitment,"[""manager""]"
People Specialist (Services),IT & Digital Tech,"[""specialist""]"
Performace Sales Specialist,Engineering & Design,"[""specialist""]"
Performance Creative Designer,IT & Digital Tech,"[""specialist""]"
Performance & Digital Marketing Specialist,Marketing & Creative,"[""junior specialist"", ""specialist""]"
Performance Engineer – DPU Systems (f/m/x),IT & Digital Tech,"[""senior specialist""]"
Performance Marketing Expert (M/F),Marketing & Creative,"[""senior specialist"", ""expert""]"
Performance Marketing Expert,Marketing & Creative,"[""expert""]"
Performance Marketing & Growth Specialist (B2B / E-commerce),Marketing & Creative,"[""specialist"", ""senior specialist""]"
Performance Marketing Lead,Technical Sales & B2B,"[""team manager""]"
Performance Marketing Manager,Technical Sales & B2B,"[""specialist""]"
Performance Marketing Manager,HR & Recruitment,"[""expert""]"
Performance Marketing Specialist (f/m),Technical Sales & B2B,"[""junior specialist"", ""specialist""]"
Performance Marketing Specialist / Facebook Ads - Google Ads,Marketing & Creative,"[""specialist""]"
"Performance Marketing Specialist - Facebook Ads, Google Ads",Marketing & Creative,"[""specialist""]"
"Performance Marketing Specialist - Facebook Ads, Google Ads",Technical Sales & B2B,"[""specialist""]"
Performance Marketing Specialist / Google Ads - Meta Ads,Technical Sales & B2B,"[""specialist""]"
Performance Marketing Specialist (K/M),Marketing & Creative,"[""specialist"", ""senior specialist""]"
Performance Marketing Specialist (m/f/d),Marketing & Creative,"[""specialist""]"
Performance Marketing Specialist / Meta Ads - Google Ads,Marketing & Creative,"[""specialist""]"
"Performance Marketing Specialist - Meta Ads, Google Ads",Marketing & Creative,"[""specialist""]"
Performance Marketing Specialist (Paid Search) (m/k),Technical Sales & B2B,"[""senior specialist"", ""expert""]"
Performance Marketing Specialist - SEM / SoMe / PPC,Marketing & Creative,"[""specialist""]"
"Performance Marketing Specialist / Specjalista/-ka ds. performance marketingu (SEM, SEO, Analytics, AI-SEO)",IT & Digital Tech,"[""specialist""]"
Performance Marketing Specialist,Marketing & Creative,"[""specialist""]"
Performance Media Planner/Buyer,Marketing & Creative,"[""specialist"", ""senior specialist""]"
Performance Specialist,Finance & Banking,"[""specialist""]"
Performance Team Leader,Technical Sales & B2B,"[""team manager""]"
Performance Test Automation Engineer (f/m/x),IT & Digital Tech,"[""specialist"", ""senior specialist""]"
Performance Test Engineer,IT & Digital Tech,"[""specialist""]"
Performance Tester (f/m/x),IT & Digital Tech,"[""specialist"", ""senior specialist""]"
Permit to Work Specialist - Specjalista ds. pozwoleń na pracę (PTW),IT & Digital Tech,"[""specialist""]"
Personal Assistant (m/f/d),IT & Digital Tech,"[""specialist""]"
Personal Data Protection and AI Governance Specialist,Legal & Compliance,"[""specialist""]"
Personnel and Administration Team Leader (m/f),Marketing & Creative,"[""team manager""]"
Personnel and Payroll Specialist,Finance & Banking,"[""specialist"", ""senior specialist""]"
Personnel & Payroll Operations Specialist,HR & Recruitment,"[""specialist""]"
Pharma Customer Development Manager / Pharma Key Account Manager (F/M),Marketing & Creative,"[""expert""]"
Pharmaceutical Representative,Medicine & Pharma,"[""specialist""]"
Pharmacy Channel Manager,Medicine & Pharma,"[""manager""]"
PHP / Angular Developer,IT & Digital Tech,"[""specialist"", ""senior specialist""]"
PHP Backend Developer,IT & Digital Tech,"[""specialist""]"
PHP Developer,IT & Digital Tech,"[""specialist"", ""senior specialist""]"
PHP Developer,IT & Digital Tech,"[""specialist""]"
PHP Developer (m/k/os),IT & Digital Tech,"[""specialist"", ""senior specialist""]"
PHP Developer (m/k),IT & Digital Tech,"[""senior specialist""]"
PHP Engineer,IT & Digital Tech,"[""specialist"", ""senior specialist""]"
PHP / Full Stack Developer (k/m),IT & Digital Tech,"[""junior specialist""]"
PHP / Laravel Developer,IT & Digital Tech,"[""specialist""]"
PHP Laravel Developer,IT & Digital Tech,"[""specialist""]"
PHP Platform Architect,IT & Digital Tech,"[""senior specialist""]"
PHP Programmer,IT & Digital Tech,"[""specialist""]"
PHP Senior / Lead Developer – Email & Performance Marketing Systems,IT & Digital Tech,"[""expert""]"
Piaskarz (k/m),Marketing & Creative,"[""manual worker""]"
Piaskarz (M/K),Marketing & Creative,"[""manual worker""]"
Piaskarz - Malarz,Marketing & Creative,"[""manual worker""]"
Piaskarz - Malarz konstrukcji stalowych,Marketing & Creative,"[""manual worker""]"
Piaskarz/Śruciarz [M/K],Marketing & Creative,"[""manual worker""]"
Picker – kompletacja zamówień internetowych (k/m),Marketing & Creative,"[""manual worker""]"
Picker - Lider / Liderka zmiany,Logistics & Supply Chain,"[""manual worker""]"
Picker / Magazynier (k/m),Marketing & Creative,"[""manual worker""]"
Picker-Packer (Pakowacz),Marketing & Creative,"[""manual worker""]"
Picking zakupów - kompletowanie zamówień,Marketing & Creative,"[""manual worker""]"
Piecowy Nagrzewacz Wsadu (k/m),Skilled Trades,"[""manual worker""]"
Piecowy / Piecowa,Marketing & Creative,"[""specialist""]"
Piekarz ds. wdrożeniowych (m/f),Marketing & Creative,"[""specialist""]"
Piekarz,Hospitality & Gastronomy,"[""manual worker""]"
Piekarz piecowy / Piekarka piecowa,Marketing & Creative,"[""manual worker""]"
Piekarz / Piekarka - Cukiernik / Cukierniczka,Hospitality & Gastronomy,"[""specialist""]"
Piekarz / Piekarka - Cukiernik / Cukierniczka,Marketing & Creative,"[""specialist""]"
Piekarz / Piekarka,Marketing & Creative,"[""manual worker""]"
Piekarz / piekarka,Marketing & Creative,"[""manual worker""]"
Piekarz - Piekarz piecowy - Cukiernik,Hospitality & Gastronomy,"[""manual worker""]"
Pielęgniarka Anestezjologiczna / Pielęgniarz Anestezjologiczny – Nowe Otwarcie,Medicine & Pharma,"[""specialist"", ""senior specialist""]"
Pielęgniarka anestezjologiczna / Pielęgniarz anestezjologiczny,Medicine & Pharma,"[""specialist""]"
Pielęgniarka Endoskopowa / Pielęgniarz Endoskopowy,Medicine & Pharma,"[""junior specialist"", ""specialist""]"
Pielęgniarka Endoskopowa / Pielęgniarz Endoskopowy – Nowe Otwarcie,Medicine & Pharma,"[""specialist"", ""senior specialist""]"
Pielęgniarka epidemiologiczna,Medicine & Pharma,"[""specialist""]"
Pielęgniarka instrumentariuszka / Pielęgniarz instrumentariusz,Medicine & Pharma,"[""specialist""]"
Pielęgniarka koordynująca / Pielęgniarz koordynujący,Medicine & Pharma,"[""senior specialist"", ""expert""]"
Pielęgniarka operacyjna (K/M),Medicine & Pharma,"[""specialist""]"
Pielęgniarka operacyjna,Medicine & Pharma,"[""specialist""]"
Pielęgniarka Operacyjna / Pielęgniarz Operacyjny,Medicine & Pharma,"[""specialist""]"
Pielęgniarka Pediatryczna / Pielęgniarz Pediatryczny - Otwarcie Nowego Centrum,Medicine & Pharma,"[""specialist""]"
Pielęgniarka Pediatryczna / Pielęgniarz Pediatryczny,Medicine & Pharma,"[""specialist""]"
Pielęgniarka / Pielęgniarz Ambulatoryjna/y,Medicine & Pharma,"[""specialist""]"
Pielęgniarka / Pielęgniarz,Medicine & Pharma,"[""specialist""]"
Pielęgniarka / Pielęgniarz,Medicine & Pharma,"[""junior specialist"", ""specialist""]"
Pielęgniarka / Pielęgniarz (k/m),Medicine & Pharma,"[""specialist""]"
Pielęgniarka / Pielęgniarz - kolonie Mazury,Medicine & Pharma,"[""expert""]"
Pielęgniarka/Pielęgniarz,Medicine & Pharma,"[""specialist"", ""senior specialist""]"
Pielęgniarka / Pielęgniarz,Medicine & Pharma,"[""specialist"", ""senior specialist""]"
Pielęgniarka / Pielęgniarz - medycyna pracy,Medicine & Pharma,"[""senior specialist""]"
Pielęgniarka / Pielęgniarz Medycyny Pracy,Medicine & Pharma,"[""junior specialist"", ""specialist""]"
Pielęgniarka / Pielęgniarz – Oddział Szpitalny,Medicine & Pharma,"[""specialist""]"
Pielęgniarka / Pielęgniarz - Położna / Położny,Medicine & Pharma,"[""specialist""]"
Pielęgniarka / Pielęgniarz / Położna / Ratownik Medyczny,Medicine & Pharma,"[""specialist""]"
Pielęgniarka / Pielęgniarz POZ,Medicine & Pharma,"[""specialist""]"
Pielęgniarka/Pielęgniarz (Pracownia PET/CT),Medicine & Pharma,"[""specialist""]"
Pielęgniarka / Pielęgniarz środowiskowo- rodzinny,Medicine & Pharma,"[""specialist""]"
Pielęgniarka / Pielęgniarz w Ośrodku Dializ,Medicine & Pharma,"[""specialist""]"
Pielęgniarka POZ / Pielęgniarz POZ,Medicine & Pharma,"[""specialist""]"
Pielęgniarka - punkt szczepień dzieci,Medicine & Pharma,"[""specialist""]"
Pielęgniarka/rz (Badania Kliniczne),Medicine & Pharma,"[""specialist"", ""senior specialist""]"
Pielęgniarka/rz / Ratownik/czka Medyczny/a (Badania Kliniczne),Medicine & Pharma,"[""specialist""]"
Pielęgniarka środowiskowa / Pielęgniarz środowiskowy,Medicine & Pharma,"[""specialist""]"
Pielęgniarka szkolna - higienistka,Medicine & Pharma,"[""specialist""]"
Pielęgniarka szkolna,Medicine & Pharma,"[""specialist""]"
Pielęgniarka Zarządzająca / Pielęgniarz Zarządzający,Medicine & Pharma,"[""team manager""]"
Pielęgniarz Anestezjologiczny / Pielęgniarka Anestezjologiczna,Medicine & Pharma,"[""specialist""]"
Pielęgniarz/ka,Medicine & Pharma,"[""junior specialist"", ""specialist""]"
Pielęgniarz Odcinkowy / Pielęgniarka Odcinkowa,Medicine & Pharma,"[""specialist""]"
Pielęgniarz oddziałowy / Pielęgniarka oddziałowa,Medicine & Pharma,"[""specialist"", ""senior specialist""]"
Pielęgniarz oddziałowy / Pielęgniarka oddziałowa,Medicine & Pharma,"[""team manager""]"
Pielęgniarz/Pielęgniarka (Alergologia),Medicine & Pharma,"[""junior specialist"", ""specialist""]"
Pielęgniarz/Pielęgniarka (Alergologia) - Warszawa (Ochota),Medicine & Pharma,"[""junior specialist"", ""specialist""]"
Pielęgniarz/Pielęgniarka (Diagnostyka Obrazowa),Medicine & Pharma,"[""junior specialist"", ""specialist""]"
PIelęgniarz / Pielęgniarka (M/K/N),Medicine & Pharma,"[""specialist""]"
Pielęgniarz/Pielęgniarka (Pediatria),Medicine & Pharma,"[""junior specialist"", ""specialist""]"
"Pielęgniarz / Pielęgniarka, Położny / Położna na kierunku Opiekun medyczny",Education & Science,"[""specialist""]"
Pielęgniarz/Pielęgniarka POZ,Medicine & Pharma,"[""junior specialist"", ""specialist""]"
Pielęgniarz / Pielęgniarka POZ,Medicine & Pharma,"[""specialist""]"
Pielęgniarz / Pielęgniarka,Medicine & Pharma,"[""junior specialist"", ""specialist""]"
Pielęgniarz/Pielęgniarka,Medicine & Pharma,"[""junior specialist"", ""specialist""]"
Pielęgniarz / Ratownik medyczny (k/m)​ | enel-med,Medicine & Pharma,"[""specialist"", ""senior specialist""]"
Pielęgniarz Zabiegowy / Pielęgniarka Zabiegowa,Medicine & Pharma,"[""specialist""]"
Pielęgniarz zwierząt (m/k/n),Marketing & Creative,"[""manual worker""]"
Pierwsza praca biurowa z językiem niemieckim (m/f/d),IT & Digital Tech,"[""junior specialist"", ""specialist""]"
Pilarz (K/M/X),Marketing & Creative,"[""manual worker""]"
PIM Specialist,IT & Digital Tech,"[""specialist""]"
Piwowar,Marketing & Creative,"[""manual worker""]"
"Pizza Maker, Domino's Pizza Francuska",Hospitality & Gastronomy,"[""manual worker""]"
"Pizza Maker, Domino's Pizza, Józefa Żylewicza 2",Hospitality & Gastronomy,"[""manual worker""]"
"Pizza Maker, Domino's Pizza",Hospitality & Gastronomy,"[""manual worker""]"
Pizza Maker Domino's Pizza,Hospitality & Gastronomy,"[""manual worker""]"
Pizzaiolo - Pizzerman,Marketing & Creative,"[""manual worker""]"
Pizzaiolo,Marketing & Creative,"[""manual worker""]"
Pizzer - Burgermaster,Marketing & Creative,"[""manual worker""]"
Pizzer / Pizzerka,Marketing & Creative,"[""manual worker""]"
Pizzer - Pizzerman - Pizzaiolo,Marketing & Creative,"[""manual worker""]"
Pizzerman,Marketing & Creative,"[""manual worker""]"
Pizzerman - Kucharz / Kucharka,Hospitality & Gastronomy,"[""specialist""]"
Pizzerman - Kucharz / Kucharka,Marketing & Creative,"[""specialist""]"
PKI Engineer,IT & Digital Tech,"[""specialist""]"
PL/SQL + Java Developer,IT & Digital Tech,"[""specialist""]"
PL/SQL Developer,IT & Digital Tech,"[""specialist""]"
PL/SQL/ Oracle APEX Developer,IT & Digital Tech,"[""specialist"", ""senior specialist""]"
Planer / Planerka w Dziale Spedycji,Logistics & Supply Chain,"[""specialist""]"
Planer Transportu Międzynarodowego (k/m),Logistics & Supply Chain,"[""specialist"", ""senior specialist""]"
Planinng Manager,Logistics & Supply Chain,"[""team manager""]"
Planista dostaw - praca zmianowa (k/m),Logistics & Supply Chain,"[""junior specialist"", ""specialist""]"
Planista ds. mechanicznych (K/M),Engineering & Design,"[""junior specialist"", ""specialist""]"
Planista - Dyspozytor Międzynarodowy,Logistics & Supply Chain,"[""specialist""]"
Planista k/m,Engineering & Design,"[""specialist""]"
Planista/ka produkcji,Logistics & Supply Chain,"[""specialist""]"
Planista / ka Transportu,Logistics & Supply Chain,"[""specialist""]"
Planista/ka w dziale utrzymania ruchu,Skilled Trades,"[""manual worker""]"
Planista magazynowy (K/M),Logistics & Supply Chain,"[""specialist""]"
Planista / Planistka,Logistics & Supply Chain,"[""specialist""]"
Planista / Planistka ds. Operacji Transportowych,Logistics & Supply Chain,"[""specialist""]"
Planista / Planistka,Skilled Trades,"[""specialist""]"
Planista / Planistka procesów produkcyjnych,Engineering & Design,"[""specialist"", ""senior specialist""]"
Planista/Planistka produkcji,Engineering & Design,"[""specialist""]"
Planista / Planistka produkcji,Logistics & Supply Chain,"[""specialist""]"
Planista / Planistka produkcji,Engineering & Design,"[""specialist""]"
Planista / Planistka produkcji (MRP),Logistics & Supply Chain,"[""specialist""]"
Planista / Planistka Produkcji,Logistics & Supply Chain,"[""junior specialist"", ""specialist""]"
Planista / Planistka produkcji,Marketing & Creative,"[""specialist"", ""senior specialist""]"
Planista / Planistka produkcji,Marketing & Creative,"[""specialist""]"
Planista/Planistka Produkcji w projektach (K/M/N),Logistics & Supply Chain,"[""specialist""]"
Planista / Planistka Transportu,Logistics & Supply Chain,"[""specialist""]"
Planista /Planistka transportu międzynarodowego,Logistics & Supply Chain,"[""junior specialist""]"
Planista/ Planistka Utrzymania Ruchu (Koordynator/-ka),Engineering & Design,"[""specialist""]"
Planista / Planistka,Marketing & Creative,"[""specialist""]"
Planista Produkcji,Marketing & Creative,"[""specialist""]"
Planista Produkcji (K/M),Engineering & Design,"[""specialist""]"
Planista produkcji (k/m),Logistics & Supply Chain,"[""specialist""]"
Planista Produkcji (k/m),Logistics & Supply Chain,"[""specialist""]"
Planista produkcji (m/k),Logistics & Supply Chain,"[""specialist""]"
Planista Produkcji - Praca w Renomowanej Firmie,Marketing & Creative,"[""specialist""]"
Planista Produkcji / Specjalista ds. Planowania Produkcji (k/m),Marketing & Creative,"[""specialist""]"
Planista Produkcji,Logistics & Supply Chain,"[""specialist""]"
Planista produkcji / Technolog produkcji (k/m),Engineering & Design,"[""specialist""]"
Planista produkcji,Logistics & Supply Chain,"[""specialist""]"
Planista przestrzenny (K/M),IT & Digital Tech,"[""specialist""]"
Planista/ Specjalista ds. harmonogramowania w budownictwie,Construction & Real Estate,"[""specialist""]"
Planista techniczny / Planistka techniczna,Logistics & Supply Chain,"[""specialist""]"
Planista Transportu (k/m/n),Logistics & Supply Chain,"[""specialist""]"
Planista Transportu (k/m/x),Logistics & Supply Chain,"[""specialist""]"
Planista transportu międzynarodowego,Logistics & Supply Chain,"[""specialist""]"
Planista UR (k/m),Engineering & Design,"[""specialist""]"
Planista Utrzymania Ruchu (k/m),Skilled Trades,"[""specialist""]"
Planista utrzymania taboru (k/m),Engineering & Design,"[""specialist""]"
Planista w dziale zakupów,Logistics & Supply Chain,"[""junior specialist"", ""specialist""]"
Planista Zakupów Operacyjnych,Logistics & Supply Chain,"[""manual worker""]"
Planista Zapasu (K/M),Marketing & Creative,"[""specialist""]"
Planistka / Planista produkcji,Logistics & Supply Chain,"[""specialist""]"
Planistka / Planista Utrzymania Ruchu,Skilled Trades,"[""junior specialist"", ""specialist""]"
Planning Manager,Marketing & Creative,"[""team manager""]"
Planning & Procurement Intern at The LEGO Group,,"[""trainee""]"
Planning Specialist (m/k/n),Marketing & Creative,"[""junior specialist"", ""specialist""]"
Planning Specialist,Marketing & Creative,"[""specialist""]"
Planning Support / Key User (Blue Yonder / SAP S/4),IT & Digital Tech,"[""junior specialist"", ""specialist""]"
Planowanie ramówki kanałów zewnętrznych,Marketing & Creative,"[""junior specialist"", ""specialist""]"
Plant buyer,Logistics & Supply Chain,"[""specialist""]"
Plant Controller,Finance & Banking,"[""specialist"", ""senior specialist""]"
Plant Controller,Finance & Banking,"[""specialist""]"
Plant Controller / Kontroler Finansowy Produkcji,Finance & Banking,"[""senior specialist""]"
Plant & Legal Entity Financial Controller,Finance & Banking,"[""specialist""]"
Plant Manager,Marketing & Creative,"[""manager"", ""director""]"
Plant Manager/ Kierownik Zakładu (k/m),Engineering & Design,"[""manager""]"
Plant manager,Marketing & Creative,"[""manager""]"
Plant Manager,Marketing & Creative,"[""director""]"
Plant manager,Marketing & Creative,"[""manager"", ""director""]"
Plant Manager,Marketing & Creative,"[""team manager""]"
Platform & Assets Senior Data Scientist,IT & Digital Tech,"[""senior specialist""]"
Platform Automation Engineer – Pulumi & Backstage,IT & Digital Tech,"[""specialist""]"
Platform Engineer (Jenkins + Python),IT & Digital Tech,"[""senior specialist""]"
Platform Services Manager,IT & Digital Tech,"[""team manager""]"
Platform Software Engineer,IT & Digital Tech,"[""specialist""]"
Płatne praktyki studenckie oraz absolwenckie,Customer Service & Admin,"[""trainee""]"
Płatne Praktyki Studenckie,Marketing & Creative,"[""trainee""]"
Płatne Praktyki w Dziale Administracji Obiektów Budowlanych (k/m),Marketing & Creative,"[""trainee""]"
Płatne Praktyki w Dziale Business Excellence (k/m),Logistics & Supply Chain,"[""trainee""]"
Płatne Praktyki w Dziale Business Excellence/Supplier Masterdata (k/m),Logistics & Supply Chain,"[""trainee""]"
Płatne Praktyki w Dziale HR (k/m),HR & Recruitment,"[""trainee""]"
Płatne Praktyki w Dziale Księgowości Należności (k/m),Finance & Banking,"[""trainee""]"
Płatne praktyki w globalnym Procurement Center z językiem niemieckim (k/m),Logistics & Supply Chain,"[""trainee""]"
Płatne Praktyki w Inżynierii Wytwarzania - Fabryka Lodówek (k/m),IT & Digital Tech,"[""trainee""]"
Płatne Praktyki w Obszarze Edycji Wideo - After Effects (k/m),IT & Digital Tech,"[""trainee""]"
"Płatne Praktyki w Produkcji - Fabryka Kuchenek, Procesy Wstępne (k/m)",Engineering & Design,"[""trainee""]"
Płatne Praktyki w Sekcji Przepływów Powietrza (k/m),Engineering & Design,"[""trainee""]"
Płatne Praktyki w Strumieniu Wartości Linii Montażowych (k/m),Marketing & Creative,"[""trainee""]"
Płatne Praktyki w Utrzymaniu Ruchu – Fabryka Kuchenek (k/m),Engineering & Design,"[""trainee""]"
Płatny program stażowy,Marketing & Creative,"[""trainee""]"
Płatny program stażowy - Dział Kadr i Płac (k/m),Marketing & Creative,"[""trainee""]"
Płatny program stażowy Steel Up - Dział Księgowość (k/m),Finance & Banking,"[""trainee""]"
Płatny program stażowy Steel Up - Dział Logistyki (k/m),Engineering & Design,"[""trainee""]"
Płatny program stażowy Steel Up - Dział Obsługi Klienta (k/m),Engineering & Design,"[""trainee""]"
Płatny program stażowy Steel Up - Dział Sprzedaży (k/m),Engineering & Design,"[""trainee""]"
Płatny program stażowy Steel Up - Staż w Dziale Sprzedaży,Engineering & Design,"[""trainee""]"
Płatny program stażowy Steel Up: Staż w Dziale Sprzedaży,Engineering & Design,"[""trainee""]"
Płatny program stażowy Steel Up - Staż w Dziale Zakupów / Łańcucha Dostaw,Engineering & Design,"[""trainee""]"
Płatny roczny staż w Dziale Projektów Operacyjnych (K/M/X),Engineering & Design,"[""trainee""]"
Płatny staż absolwencki w dziale utrzymania ruchu,Engineering & Design,"[""trainee""]"
Płatny staż absolwencki w obszarze konstrukcji,Engineering & Design,"[""trainee""]"
Płatny Staż – Branża Budowlana – Geotechnika,IT & Digital Tech,"[""trainee""]"
Płatny staż - Dział IT,IT & Digital Tech,"[""trainee""]"
Płatny staż - Praca dla studenta / studentki,HR & Recruitment,"[""trainee""]"
Płatny Staż/Praktyki w Dziale Zakupów (K/M),Marketing & Creative,"[""trainee""]"
Płatny Staż w Administracji Sprzedaży (k/m),Logistics & Supply Chain,"[""trainee""]"
Płatny staż w doradztwie finansowym,Finance & Banking,"[""junior specialist""]"
Płatny staż w Doradztwie Finansowym,Finance & Banking,"[""trainee""]"
"Płatny staż w dziale Administracji, Laboratorium oraz Kwalifikacji surowców",Engineering & Design,"[""trainee""]"
Płatny Staż w Dziale Eksportu (K/M),Engineering & Design,"[""trainee""]"
Płatny Staż w Dziale Finansów,Finance & Banking,"[""trainee""]"
Płatny Staż w Dziale Finansowym SSC,Finance & Banking,"[""trainee""]"
Płatny Staż w Dziale Jakości,Engineering & Design,"[""trainee""]"
Płatny staż w Dziale Księgowości z j. niemieckim,Finance & Banking,"[""trainee""]"
Płatny staż w Dziale Procesu,Marketing & Creative,"[""trainee""]"
Płatny staż w dziale procesu,Engineering & Design,"[""junior specialist""]"
Płatny Staż w Dziale R&D (M/K/N),Engineering & Design,"[""trainee""]"
Płatny Staż w dziale Service Desk z językiem niemieckim (f/m),IT & Digital Tech,"[""trainee""]"
Płatny staż w Dziale Utrzymania Majątku Produkcyjnego,Engineering & Design,"[""trainee""]"
Płatny Staż w Dziale Zakupów,Logistics & Supply Chain,"[""trainee""]"
Płatny staż w dziale zakupów,Finance & Banking,"[""trainee""]"
Płatny Staż w Dziale Zaopatrzenia Materiałowego w Zakładzie Pasów Bezpieczeństwa,Logistics & Supply Chain,"[""trainee""]"
Płatny staż w dziale zapewnienia jakości (K/M/N),Marketing & Creative,"[""trainee"", ""assistant""]"
Płatny Staż w R&D - Multidyscyplinarny Program Rozwojowy (M/K/N),Engineering & Design,"[""trainee""]"
Płatny Staż w Zespole Fakturowania i Administracji,Customer Service & Admin,"[""trainee""]"
Płatny staż z możliwością stałej współpracy,HR & Recruitment,"[""trainee""]"
Player Engagement Agent with German,IT & Digital Tech,"[""specialist""]"
PLC Engineer (k/m),Engineering & Design,"[""junior specialist"", ""specialist""]"
Plex Business Analyst (MES system),,"[""specialist""]"
Plex Project Manager (MES system),Marketing & Creative,"[""manager""]"
PLM Functional Consultant,IT & Digital Tech,"[""specialist""]"
PLM Implementation Consultant,IT & Digital Tech,"[""senior specialist""]"
PLM Solution Architect (Teamcenter) | Branża Technologiczna,IT & Digital Tech,"[""specialist""]"
PLM Solution Architect,IT & Digital Tech,"[""senior specialist""]"
PLM / Teamcenter Consultant,IT & Digital Tech,"[""specialist"", ""senior specialist""]"
PM Operations Support,Engineering & Design,"[""specialist"", ""senior specialist""]"
PMO / Koordynator dokumentacji - obszar gospodarki odpadami biogazowni,Engineering & Design,"[""team manager""]"
PMO (Project Management Office),IT & Digital Tech,"[""specialist""]"
